,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
5915,1,0.9999999,58,0,1991.0,6670.22123739,5,2,1,0,0.0
5956,1,0.0,41,0,0.852315954,4468.0,7,1,2,0,1.0
5963,1,0.00133353,53,0,0.512688574,8550.0,24,0,5,1,0.0
5966,1,0.480311073,59,3,0.304925894,4587.0,17,0,1,0,0.0
5978,1,0.637436156,34,0,893.0,1.0,11,0,2,0,2.0
5979,1,0.9999999,39,0,396.0,6670.22123739,1,1,0,0,0.0
5996,1,0.0,56,0,0.002713898,7000.0,7,0,0,1,0.0
6001,1,0.9999999,36,1,0.299729223,4800.0,5,2,1,0,3.0
6059,1,0.0,82,5,2146.0,6670.22123739,5,1,1,1,0.0
6063,1,0.9999999,42,0,0.0,3660.0,0,0,0,0,1.0
6073,1,0.173902309,53,0,1.079730067,4000.0,10,0,2,0,2.0
6117,1,0.902949572,76,3,0.211587825,2726.0,6,0,0,0,1.0
6160,1,0.000405351,34,0,0.437044569,5900.0,10,0,2,0,2.0
6174,1,0.99880024,42,1,1.108656284,2760.0,7,0,3,1,3.0
6185,1,0.681821212,45,0,0.44345701,4500.0,5,0,1,0,0.0
6219,1,0.97891232,55,1,1504.0,6670.22123739,6,0,1,1,0.0
6231,1,0.97064133,50,1,0.363528815,5916.0,10,1,0,2,2.0
6236,1,0.992290086,46,1,0.258287574,4916.0,10,1,1,2,1.0
6240,1,1.481037924,26,0,22.0,6670.22123739,1,0,0,1,0.0
6269,1,0.9999999,51,98,0.0,7500.0,0,98,0,98,0.0
6281,1,0.992695554,29,4,0.387522496,5000.0,13,0,0,0,0.0
6284,1,0.97084771,62,5,9914.0,6670.22123739,10,0,2,0,0.0
6288,1,0.410360909,41,0,0.107658643,4569.0,5,1,0,1,2.0
6290,1,0.772330346,66,1,0.667166417,2667.0,14,0,1,1,0.0
6299,1,0.0,52,1,0.344895189,6630.0,9,0,2,0,0.0
6306,1,0.990834861,47,0,0.153461635,4000.0,7,0,0,0,6.0
6394,1,0.314595927,63,1,0.338830585,3334.0,11,0,1,0,1.0
6397,1,0.958027981,29,3,0.26691103,3000.0,8,0,0,2,0.0
6409,1,0.9999999,55,1,0.062473969,2400.0,0,0,0,0,1.0
6410,1,0.9999999,62,0,0.370758123,2769.0,4,0,0,0,0.0
6419,1,0.9999999,61,0,2134.0,6670.22123739,2,3,2,0,1.0
6424,1,0.991654858,30,0,0.95229983,1760.0,6,1,1,0,0.0
6431,1,1.010430248,32,1,0.313493866,2200.0,5,1,0,2,4.0
6452,1,0.988204456,46,0,0.051937611,6218.0,7,0,0,0,1.0
6481,1,0.0,47,0,0.131658114,5650.0,4,0,1,0,2.0
6489,1,0.181453705,55,0,2.055234087,1900.0,16,0,2,0,0.0
6519,1,0.9999999,27,0,0.115830116,1553.0,1,0,0,0,1.0
6562,1,0.9999999,52,0,995.0,6670.22123739,4,0,2,0,0.757222267861
6597,1,0.9999999,29,0,0.017982018,1000.0,0,1,0,0,0.0
6613,1,0.04112243,55,1,1.096903097,1000.0,8,0,1,0,1.0
6614,1,0.0,28,1,0.424143964,4000.0,8,6,1,1,0.0
6662,1,0.410343586,59,1,0.197790449,2805.0,6,0,0,0,0.0
6668,1,0.9999999,25,1,0.147821947,4200.0,4,2,0,0,0.0
6669,1,0.508330905,53,1,0.505494505,10100.0,13,0,2,0,0.0
6670,1,1.215406562,55,1,0.017041581,4400.0,2,1,0,0,1.0
6700,1,0.9999999,61,0,97.0,6670.22123739,2,0,0,0,0.0
6707,1,0.9999999,39,0,0.37881385,5833.0,2,0,1,0,0.0
6708,1,0.201437366,63,1,0.157312358,7500.0,8,0,1,0,1.0
6713,1,0.024099584,55,0,0.398746456,6700.0,13,1,1,1,0.0
6716,1,0.999613153,54,2,0.27112148,6000.0,4,1,1,0,0.0
6758,1,1.095182139,38,0,0.124704957,5083.0,4,0,0,1,4.0
6771,1,0.011568401,49,0,0.572767021,1600.0,15,0,0,0,0.0
6772,1,1.302325581,54,2,0.173036607,6200.0,3,1,0,1,1.0
6801,1,0.010702718,32,1,71.0,6670.22123739,3,0,0,0,0.0
6805,1,0.955684483,44,1,0.660842979,4578.0,7,6,1,0,0.0
6811,1,0.97031226,28,0,0.227908836,2500.0,8,0,0,0,1.0
6817,1,1.004581424,49,0,0.30900968,4028.0,6,2,1,0,0.0
6822,1,1.001646671,46,5,0.64117941,2000.0,8,0,2,0,0.0
6823,1,0.9999999,25,2,0.081643988,3600.0,1,0,0,0,1.0
6828,1,0.998003992,41,0,0.020523498,3361.0,2,4,0,0,4.0
6830,1,0.083832335,31,1,0.056632751,5208.0,5,0,0,1,0.0
6832,1,0.739710048,28,2,1.042714329,3300.0,8,1,2,1,0.0
6863,1,0.29121458,31,0,0.617319787,6200.0,14,0,2,0,0.0
6868,1,1.057081603,38,5,685.0,6670.22123739,7,0,0,2,0.0
6875,1,0.534109817,31,0,0.022900763,2357.0,3,0,0,0,2.0
6877,1,0.9999999,51,0,1024.0,6670.22123739,3,1,1,0,0.0
6894,1,0.9999999,62,8,0.800428418,2800.0,13,2,1,3,0.0
6913,1,0.0,51,0,0.301184433,6500.0,8,0,1,0,2.0
6914,1,0.786034884,25,0,0.480584391,2600.0,9,1,0,0,0.0
6924,1,0.042632162,53,0,0.473863314,10578.0,10,0,2,0,0.0
6929,1,1.083412683,46,4,1779.0,6670.22123739,7,1,1,1,0.757222267861
6933,1,0.823415578,55,2,727.0,6670.22123739,12,1,0,1,0.0
6980,1,0.631028472,46,2,0.271791502,4565.0,9,0,0,1,4.0
7005,1,0.577600659,47,0,1.035519639,5320.0,14,0,3,0,1.0
7007,1,0.9999999,56,0,0.007001167,2570.0,0,1,0,0,4.0
7017,1,0.9999999,29,98,0.0,1647.0,0,98,0,98,0.0
7018,1,1.060939061,39,2,0.574440433,6924.0,6,3,4,2,0.0
7040,1,0.714226203,28,2,0.197586727,1325.0,6,0,0,0,0.0
7057,1,0.867806442,52,2,0.5936016,4000.0,7,1,2,0,2.0
7058,1,0.376766632,28,0,0.116961013,3000.0,3,0,0,1,0.0
7062,1,0.973965774,57,4,0.564327485,9233.0,15,0,1,1,0.0
7068,1,0.738553836,52,0,0.105718154,9600.0,7,1,0,0,0.0
7073,1,0.75423978,35,1,0.131988767,3916.0,4,2,0,0,2.0
7079,1,0.460085808,38,0,8041.0,6670.22123739,10,0,4,0,0.0
7089,1,0.904968271,48,1,0.497275595,3486.0,10,0,1,1,2.0
7101,1,0.9999999,25,98,21.0,6670.22123739,0,98,0,98,0.757222267861
7138,1,0.535582273,40,1,0.234288286,6666.0,7,0,0,1,0.0
7174,1,0.917755573,47,0,0.184008029,8966.0,4,0,1,0,2.0
7183,1,0.981145374,27,1,0.228254948,5506.0,5,4,1,0,1.0
7199,1,0.9999999,38,2,882.0,6670.22123739,3,1,0,0,0.0
7205,1,0.9999999,29,0,494.0,0.0,2,0,0,0,0.0
7208,1,1.222438912,40,0,0.786134324,3230.0,16,0,2,0,1.0
7209,1,0.9999999,43,1,0.799207921,2524.0,4,4,2,0,2.0
7223,1,0.971546109,40,0,875.0,6670.22123739,16,0,0,0,0.0
7253,1,0.86035692,41,1,1863.0,6670.22123739,6,5,2,1,0.0
7258,1,0.9999999,49,0,0.041650139,5041.0,2,0,0,1,0.0
7266,1,0.071184949,41,0,1.943873179,2333.0,18,0,2,0,0.0
7295,1,0.155940299,79,4,0.232736573,5473.0,9,4,2,3,1.0
7308,1,0.475980001,39,1,0.521492836,3000.0,3,0,2,0,3.0
7312,1,0.9999999,28,0,0.0,6670.22123739,0,1,0,0,0.0
7319,1,0.650717982,41,0,0.928714191,1500.0,13,0,2,0,0.0
7329,1,0.887470072,62,0,1100.0,6670.22123739,7,0,0,0,0.0
7336,1,1.650559755,35,1,1596.0,6670.22123739,13,0,0,0,2.0
7339,1,0.907706171,45,1,0.360045912,19166.0,15,0,2,0,2.0
7367,1,0.903013855,46,1,0.283976039,5341.0,4,2,0,1,1.0
7371,1,0.794029424,40,1,887.0,6670.22123739,3,1,0,0,2.0
7469,1,0.900273315,28,0,1967.0,6670.22123739,9,0,2,0,0.757222267861
7471,1,0.419627554,63,1,0.438756124,10000.0,13,1,2,0,0.0
7488,1,0.9999999,59,1,0.966726619,1111.0,0,4,0,1,2.0
7499,1,0.863787375,32,0,0.160384924,2493.0,2,0,0,0,0.0
7517,1,0.178820724,51,0,0.185401217,12000.0,18,0,1,0,1.0
7518,1,0.0,47,0,0.136357491,29583.0,8,0,2,0,4.0
7519,1,0.887953709,45,1,0.103920078,9208.0,8,1,0,0,2.0
7524,1,1.163672655,50,1,1195.0,6670.22123739,2,1,1,0,0.0
7533,1,0.996627123,56,2,0.109125718,4700.0,11,0,0,0,1.0
7564,1,0.354984932,62,0,0.571489787,7000.0,9,0,2,0,1.0
7586,1,1.080209043,25,0,0.212950891,2300.0,4,1,0,1,0.0
7620,1,1577.0,37,0,0.479826307,5526.0,11,0,2,0,2.0
7633,1,0.998625172,48,1,0.137595944,14200.0,4,3,0,2,3.0
7637,1,0.592001702,34,2,0.510686164,5333.0,6,1,1,0,0.0
7642,1,0.95448799,49,2,6102.0,6670.22123739,8,2,2,0,0.0
7648,1,1.079052599,36,1,3866.0,6670.22123739,12,0,2,2,0.757222267861
7670,1,0.9999999,21,98,0.0,6670.22123739,0,98,0,98,0.0
7678,1,0.0,64,0,36.0,6670.22123739,1,1,0,1,0.0
7693,1,0.042837823,75,0,0.473276991,8400.0,17,0,2,0,0.0
7708,1,0.899431484,61,0,0.067617165,7083.0,8,0,1,0,0.0
7717,1,0.976900534,32,0,0.214566226,2800.0,5,0,0,0,0.0
7757,1,0.010072423,42,0,0.004248002,9886.0,11,0,0,0,2.0
7760,1,0.9999999,53,1,0.034510563,6200.0,1,3,0,0,0.0
7765,1,0.9999999,30,0,0.0,1400.0,0,0,0,0,0.0
7774,1,0.872599705,65,0,0.865242399,1216.0,10,1,0,0,0.0
7792,1,0.344823292,36,0,0.500499833,3000.0,17,0,1,0,0.0
7799,1,0.104317703,58,0,0.700040048,2496.0,8,0,1,0,0.0
7801,1,0.9999999,28,0,0.036973345,1162.0,2,0,0,0,1.0
7816,1,0.970428295,50,0,0.632122626,3000.0,13,1,2,0,2.0
7821,1,0.9999999,41,1,332.0,6670.22123739,4,0,0,0,0.0
7836,1,0.652347652,26,0,0.158613795,3000.0,3,1,0,1,1.0
7842,1,0.286054919,40,1,0.482839054,3000.0,12,0,1,0,2.0
7869,1,0.9999999,43,0,0.0,6670.22123739,0,1,0,0,1.0
7892,1,0.39005545,28,1,398.0,6670.22123739,7,0,0,0,0.757222267861
7901,1,0.446341876,47,1,0.458419528,4833.0,5,0,1,0,4.0
7949,1,0.9750025,57,1,0.309327196,7386.0,3,0,1,0,0.0
7968,1,0.915197313,32,2,0.642622352,5475.0,10,0,2,0,2.0
7971,1,0.996631106,54,2,0.679430024,24000.0,16,0,5,0,0.0
8022,1,0.436495359,46,1,543.0,6670.22123739,6,0,0,0,0.0
8037,1,0.9999999,52,0,0.178956835,3335.0,1,1,0,0,2.0
8103,1,0.02369459,78,0,0.07295271,3467.0,14,0,0,0,0.0
8124,1,0.9999999,43,0,0.098250336,5200.0,2,0,0,1,1.0
8150,1,0.808125306,41,3,0.430356737,4400.0,7,0,0,0,1.0
8152,1,0.9999999,23,98,0.006922012,2166.0,0,98,0,98,0.0
8154,1,0.822326485,45,0,2994.0,6670.22123739,10,0,1,1,0.0
8174,1,0.9999999,42,0,0.0,3323.0,0,0,0,1,2.0
8180,1,0.793606084,38,0,0.12987609,6536.0,11,0,0,0,2.0
8194,1,0.325548857,49,0,0.480425979,6666.0,9,0,2,0,0.0
8208,1,0.943343273,52,0,0.264789408,25000.0,7,0,0,1,3.0
8226,1,0.799112098,63,0,0.010024301,3291.0,3,2,0,0,0.0
8228,1,1.013990816,31,2,2915.0,6670.22123739,8,1,1,1,0.0
8229,1,0.9999999,48,0,0.016731279,4900.0,0,0,0,0,1.0
8237,1,0.527576552,47,3,0.43219627,5950.0,7,0,1,0,0.0
8244,1,0.49366514,34,1,0.419942077,7250.0,10,0,2,0,0.0
8247,1,0.699388909,42,1,3253.0,6670.22123739,11,0,1,0,2.0
8249,1,0.428255873,50,2,5943.0,6670.22123739,13,0,3,1,0.0
8250,1,0.975339088,54,1,0.488702929,3584.0,5,4,1,1,1.0
8262,1,0.0,26,0,0.010598032,1320.0,3,0,0,0,0.0
8267,1,0.9999999,37,1,2486.0,0.0,7,1,1,1,4.0
8285,1,0.574031553,44,1,0.222519455,4111.0,7,0,0,1,1.0
8340,1,0.9999999,48,3,0.454627134,1112.0,3,1,0,0,0.0
8362,1,0.235062839,47,1,0.382231405,6291.0,5,0,1,0,3.0
8369,1,0.9999999,35,0,234.0,6670.22123739,8,1,0,0,0.0
8376,1,0.026069485,70,0,2673.0,6670.22123739,11,0,2,0,0.0
8381,1,0.476717152,59,0,3792.0,6670.22123739,10,0,2,0,0.0
8400,1,1.008796481,33,3,0.182321179,15000.0,11,0,2,0,2.0
8431,1,0.827172827,31,1,0.410986102,6043.0,5,1,1,2,2.0
8467,1,0.9999999,37,1,281.0,6670.22123739,1,0,0,0,0.0
8480,1,0.724183877,26,1,0.065060611,6516.0,5,0,0,0,1.0
8483,1,0.641294006,47,1,684.0,0.0,5,5,0,5,0.0
8490,1,0.628480658,41,1,1732.0,6670.22123739,9,0,0,0,0.0
8492,1,0.105212043,48,1,0.470512269,4645.0,10,0,2,0,2.0
8509,1,0.9999999,67,1,0.936933136,4740.0,3,1,0,0,1.0
8512,1,0.9999999,24,0,0.0,1700.0,0,0,0,0,0.0
8538,1,0.0,45,0,0.733066733,4000.0,11,0,3,0,0.0
8554,1,0.950161405,28,0,1.398000909,2200.0,11,0,2,0,0.0
8559,1,0.9999999,36,0,0.285578296,2100.0,2,0,0,0,0.0
8592,1,0.456954305,48,0,0.58022184,6400.0,7,0,2,0,1.0
8630,1,0.837784961,63,0,0.653739184,6471.0,10,0,1,0,0.0
8648,1,0.9999999,35,0,179.0,6670.22123739,1,3,0,0,4.0
8665,1,0.548518033,51,2,0.333422217,18750.0,11,0,2,0,2.0
8682,1,0.9999999,37,0,37.0,6670.22123739,1,0,0,0,0.0
8697,1,0.685988373,59,0,0.322432655,8500.0,6,0,1,0,1.0
8701,1,0.999587118,49,0,1.025077994,8333.0,10,0,6,0,2.0
8722,1,1.305647841,32,1,713.0,6670.22123739,3,0,0,0,1.0
8723,1,0.0,39,0,0.027339478,6400.0,3,0,0,0,0.0
8768,1,2.03986711,43,3,0.351429755,2412.0,6,6,0,1,2.0
8788,1,0.820489156,26,0,0.475381155,4000.0,8,0,1,0,0.0
8802,1,0.048673783,64,0,2446.0,6670.22123739,4,0,2,0,0.0
8804,1,0.615692303,73,1,0.82829582,3109.0,15,0,1,1,0.0
8816,1,0.719562404,45,1,1058.0,6670.22123739,9,0,0,0,0.0
8830,1,0.150407085,45,0,0.13027179,3200.0,3,0,0,0,0.0
8840,1,0.823917608,67,0,0.155658019,18000.0,6,0,1,0,0.0
8852,1,0.943891214,57,3,0.837265094,2500.0,20,0,0,0,0.0
8874,1,0.071114838,46,0,0.395168387,12500.0,16,0,3,0,0.0
8881,1,0.343876931,53,0,0.479320062,11000.0,9,0,1,0,4.0
8888,1,0.196118287,31,1,0.420141429,4100.0,7,0,0,0,0.0
8894,1,0.863126782,50,2,0.318368163,10000.0,12,0,1,0,1.0
8895,1,1.055090798,62,3,937.0,6670.22123739,9,2,2,3,0.757222267861
8896,1,0.651937559,49,2,0.569649123,11399.0,26,0,4,0,0.0
8897,1,1.018600531,47,7,4623.0,6670.22123739,18,0,3,2,2.0
8932,1,0.98608998,27,0,0.221203916,4800.0,6,1,0,2,0.0
8935,1,0.887113227,73,1,0.142055268,2315.0,10,0,0,0,0.0
8988,1,0.046273306,42,0,0.313894808,8916.0,5,1,2,0,1.0
8993,1,0.114583742,61,0,0.220977902,10000.0,11,0,1,0,0.0
8995,1,0.893687708,35,0,0.206409879,3400.0,2,1,0,0,4.0
9050,1,0.840638276,58,1,0.775048902,4600.0,12,0,2,0,3.0
9098,1,0.243918438,48,0,0.177770027,8600.0,15,0,1,0,2.0
9149,1,1.038845727,27,1,0.108297234,3000.0,4,1,0,0,0.0
9172,1,0.081099792,33,2,0.09179204,5250.0,10,0,0,0,1.0
9186,1,1.054472764,46,3,0.177455636,4000.0,3,2,0,2,0.0
9207,1,0.31991021,56,1,1.229923359,3000.0,4,0,2,0,2.0
9211,1,0.9999999,37,0,220.0,6670.22123739,1,2,0,0,0.0
9226,1,0.887571346,41,2,0.690563277,4100.0,10,1,0,1,3.0
9229,1,0.9999999,31,0,0.375423588,18000.0,5,0,4,0,2.0
9231,1,0.954292244,51,0,0.494876533,5952.0,9,1,2,0,1.0
9245,1,0.17965008,65,2,0.613361579,19353.0,33,0,9,0,0.0
9261,1,0.9999999,37,0,0.418228394,7416.0,9,0,1,0,2.0
9293,1,0.9999999,31,0,0.102179564,5000.0,1,0,0,0,0.0
9304,1,0.534115602,31,0,0.126931233,3300.0,3,0,0,1,0.0
9322,1,0.052274567,65,0,0.061472005,6018.0,8,0,0,0,0.0
9331,1,0.348184037,49,1,0.481461507,7416.0,13,1,1,0,1.0
9332,1,0.811583302,54,2,0.262707599,1986.0,6,1,0,0,1.0
9337,1,0.644071186,49,1,0.926122108,3586.0,3,3,1,0,1.0
9339,1,0.177321468,52,0,0.651405115,3166.0,8,0,1,0,2.0
9342,1,0.9999999,49,2,0.636675236,3500.0,2,1,2,1,0.0
9350,1,0.927036482,41,0,0.057307863,2250.0,5,0,0,0,2.0
9362,1,0.225555301,54,3,0.301973853,3900.0,11,1,0,0,3.0
9364,1,0.570612691,47,0,9636.0,6670.22123739,25,0,2,0,1.0
9368,1,0.823633157,32,1,0.063282337,2875.0,3,0,0,2,0.0
9394,1,0.59703925,42,0,0.463107379,5000.0,11,0,1,0,0.0
9410,1,0.831168831,33,0,0.287884846,2500.0,3,1,0,0,0.0
9434,1,0.538991525,41,5,1.279906698,3000.0,10,1,2,0,3.0
9451,1,0.9999999,47,0,11.0,6670.22123739,0,1,0,0,0.0
9466,1,0.004020658,83,1,1368.0,6670.22123739,10,0,1,0,0.0
9467,1,0.786799272,41,0,0.922431028,2500.0,13,0,0,0,1.0
9486,1,0.100613751,42,0,2097.0,6670.22123739,7,0,1,0,0.0
9488,1,1.38538206,22,1,12.0,6670.22123739,1,0,0,0,0.757222267861
9493,1,0.68647443,64,0,4653.0,6670.22123739,8,1,2,1,0.757222267861
9504,1,0.609385044,28,0,0.135157546,4823.0,4,0,0,0,0.0
9600,1,0.936877076,48,1,8.0,6670.22123739,5,1,0,0,0.0
9612,1,1.563273073,62,2,0.034167971,3833.0,5,0,0,1,0.0
9620,1,0.9999999,30,0,0.0,6670.22123739,1,0,0,0,0.0
9621,1,0.9999999,53,98,0.0,1900.0,0,98,0,98,0.0
9629,1,0.9999999,47,0,27.0,6670.22123739,0,1,0,0,0.0
9656,1,0.9999999,37,1,435.0,6670.22123739,1,3,0,1,0.0
9685,1,0.13893399,52,1,0.214771364,7500.0,9,0,1,0,1.0
9688,1,0.256790772,70,0,0.805634913,10150.0,20,0,2,0,0.0
9694,1,0.632935261,33,0,0.7421981,3684.0,8,3,1,0,1.0
9708,1,0.983047164,62,1,0.617393229,4518.0,6,0,3,1,0.0
9743,1,0.061197152,31,1,0.085319113,6000.0,16,2,0,0,0.0
9756,1,1.611295681,28,1,468.0,6670.22123739,3,1,0,0,0.0
9778,1,0.9999999,47,0,143.0,6670.22123739,0,4,0,0,0.0
9788,1,0.521801393,44,0,0.11936008,8000.0,4,0,0,0,2.0
9803,1,1.033611442,33,0,0.707085464,1368.0,5,4,0,3,2.0
9823,1,0.448264368,60,2,0.467914439,2617.0,11,0,1,1,0.0
9824,1,0.9999999,53,2,0.041739565,4000.0,1,0,0,0,1.0
9828,1,0.674689872,53,1,0.404997177,7083.0,8,0,1,0,2.0
9832,1,0.846307385,47,0,0.192935688,3000.0,3,0,0,0,0.0
9851,1,0.9999999,63,2,1031.0,0.0,7,2,2,0,0.0
9864,1,0.269461078,34,0,0.230915728,6300.0,5,0,0,3,4.0
9869,1,0.0,26,0,0.000639898,6250.0,3,0,0,0,0.0
9871,1,0.030603939,42,0,0.436569651,4500.0,15,1,2,0,0.0
9872,1,0.0,76,0,34.0,6670.22123739,1,0,0,1,0.757222267861
9875,1,0.9999999,34,0,0.0,6670.22123739,0,0,0,0,3.0
9888,1,0.711193568,32,1,0.03334423,3058.0,4,0,0,1,1.0
9931,1,1.063597083,39,1,0.443986036,3150.0,5,0,0,1,0.0
9938,1,0.352073303,54,0,0.907241911,3244.0,18,0,2,0,3.0
9955,1,0.848597737,54,1,0.563549658,9645.0,23,0,3,2,0.0
9984,1,0.929071395,47,2,0.378209743,4166.0,8,0,1,0,3.0
9985,1,0.662889141,41,0,0.296837895,8000.0,7,0,1,1,0.0
10004,1,1.15942029,36,0,0.013664389,6000.0,1,2,0,0,1.0
10011,1,0.011478065,42,0,0.327949546,6500.0,6,0,1,0,0.0
10033,1,0.914512237,44,2,0.496687229,4376.0,3,2,0,0,1.0
10039,1,0.159993044,49,0,0.271820449,400.0,3,0,0,0,0.0
10090,1,0.9999999,31,0,0.017414766,4076.0,1,0,0,0,0.0
10098,1,0.595152206,40,0,1501.0,6670.22123739,5,0,1,0,1.0
10102,1,0.015321403,37,2,0.23371006,7166.0,16,0,2,0,0.0
10111,1,0.9999999,34,2,0.102748691,4583.0,5,1,0,1,3.0
10124,1,0.044665012,37,0,1.232010467,4585.0,9,0,2,0,0.0
10125,1,1.054310073,53,10,0.331619537,3500.0,7,3,0,1,0.0
10146,1,0.323345818,45,4,0.518644865,8500.0,10,0,2,0,1.0
10150,1,0.052528199,36,1,0.261836202,14932.0,11,0,1,0,2.0
10179,1,0.99260074,39,8,0.961171438,9116.0,15,0,3,1,1.0
10188,1,0.160846073,42,3,1296.0,6670.22123739,10,0,1,0,0.0
10193,1,0.888712953,59,5,3252.0,6670.22123739,12,1,2,0,0.0
10216,1,0.9999999,28,98,0.0,1700.0,0,98,0,98,0.0
10232,1,0.051134134,48,0,0.4029036,8609.0,13,0,1,0,4.0
10233,1,0.754983923,39,1,0.388264476,12900.0,13,0,2,0,2.0
10238,1,0.883861846,47,3,2078.0,6670.22123739,3,0,1,1,0.0
10241,1,0.023426672,59,0,0.315300839,5600.0,19,0,1,0,1.0
10254,1,0.9999999,52,3,0.154616843,7385.0,3,3,0,0,1.0
10270,1,0.754439125,40,2,0.191532573,6400.0,10,4,0,1,1.0
10271,1,0.46272351,50,0,0.23452912,15916.0,8,0,1,0,2.0
10277,1,0.9999999,65,0,0.0,4000.0,0,0,0,0,0.0
10282,1,0.418458543,42,0,2.644355644,1000.0,7,0,1,0,1.0
10297,1,1.020549641,33,1,0.940019349,3100.0,15,3,1,1,2.0
10306,1,0.002363422,62,0,0.434734918,2734.0,8,0,1,0,0.0
10308,1,0.199426883,44,1,0.681542306,2800.0,15,1,2,0,1.0
10322,1,0.9999999,58,1,0.145141943,2500.0,1,1,0,0,0.0
10332,1,0.523555641,44,0,0.237584161,15000.0,6,0,1,0,2.0
10337,1,1.059646784,52,5,0.529310582,14533.0,21,2,2,2,2.0
10350,1,1.39800995,32,1,240.0,6670.22123739,3,1,0,0,0.0
10385,1,0.9999999,41,0,0.507263219,1720.0,2,1,0,2,2.0
10407,1,0.462417982,43,0,1.416861046,3000.0,12,0,1,0,0.0
10415,1,0.063237546,38,0,0.491358377,7000.0,6,0,1,1,1.0
10422,1,0.089741436,55,0,1.034881138,4500.0,20,0,3,0,0.0
10424,1,1.013703069,46,6,0.621415417,3800.0,11,1,1,3,3.0
10427,1,0.0,67,0,0.275995575,1807.0,7,0,0,0,0.0
10436,1,0.931133608,47,1,0.50429914,5000.0,6,3,1,0,2.0
10443,1,0.563621139,68,0,0.373260738,9917.0,6,0,1,0,0.0
10444,1,0.523462094,47,2,0.569574734,6395.0,11,0,1,0,2.0
10452,1,0.9999999,58,1,0.195149678,7916.0,3,1,1,0,1.0
10477,1,0.434445061,51,2,0.004499875,36000.0,11,0,0,0,0.0
10486,1,0.9999999,39,0,0.160865475,2125.0,1,0,0,1,3.0
10494,1,0.86733303,39,0,663.0,6670.22123739,3,0,0,1,4.0
10503,1,1.025511634,39,1,0.655335394,5500.0,11,0,2,0,0.0
10511,1,0.962788114,67,0,1.276836158,2300.0,9,0,1,2,0.0
10518,1,0.229605311,53,1,0.809772214,5750.0,25,0,1,0,3.0
10521,1,0.909306201,66,0,0.417904204,4780.0,19,0,0,1,0.0
10558,1,0.071503031,65,0,0.410103491,5700.0,9,0,2,0,1.0
10565,1,0.63189077,41,2,0.16356173,9500.0,9,0,0,0,2.0
10587,1,1.058159802,48,8,3082.0,6670.22123739,11,1,2,2,0.0
10590,1,0.985602879,53,1,0.381117001,13016.0,5,0,1,0,4.0
10606,1,0.725076887,71,0,1888.0,6670.22123739,9,0,0,0,0.0
10631,1,0.9999999,27,0,0.002719565,6250.0,0,1,0,1,4.0
10640,1,0.058415888,38,0,0.636022775,7200.0,13,0,1,0,2.0
10661,1,0.989273702,31,1,0.23608903,3773.0,7,0,0,1,0.0
10670,1,0.000888036,85,0,0.009998334,6000.0,17,0,1,0,0.0
10697,1,0.9999999,28,0,0.341569767,1375.0,1,0,0,0,0.0
10700,1,0.148573275,51,0,0.569851504,10235.0,11,0,3,0,2.0
10718,1,0.889868355,42,1,0.835989568,3450.0,9,2,1,0,0.0
10736,1,0.51795338,52,0,0.268187223,9250.0,11,0,2,1,2.0
10738,1,0.751198392,45,1,1944.0,6670.22123739,15,0,1,0,0.0
10771,1,0.496259352,54,1,0.364165329,4983.0,4,0,1,0,0.0
10795,1,0.877402819,67,3,1.410140443,4200.0,12,4,3,1,0.0
10800,1,0.0,56,0,2132.0,6670.22123739,17,0,1,0,0.0
10803,1,7.44e-05,54,2,1762.0,6670.22123739,15,0,1,0,1.0
10819,1,0.872340426,82,0,0.270494145,3500.0,5,0,0,0,0.0
10834,1,0.188730341,37,2,0.484575835,2333.0,8,0,1,0,1.0
10836,1,0.048694975,28,0,68.0,6670.22123739,2,0,0,0,0.757222267861
10850,1,0.124760567,28,0,0.841541756,1400.0,6,0,0,0,0.0
10897,1,0.507071903,54,1,0.268913115,3026.0,8,0,0,1,1.0
10908,1,0.356971311,44,0,0.466152528,3500.0,6,0,0,0,2.0
10951,1,0.289963755,48,3,0.493597614,5700.0,6,0,2,2,2.0
10964,1,0.437767424,32,0,0.74970344,5900.0,11,0,3,0,1.0
10979,1,0.814880952,41,0,0.19026991,3000.0,7,2,0,6,1.0
11009,1,1.0335481,58,0,0.475110764,7673.0,10,1,2,0,0.0
11036,1,0.950427674,65,0,1.403465347,2423.0,15,1,1,0,0.0
11053,1,0.245186494,40,1,0.40583282,4868.0,7,1,1,0,2.0
11061,1,0.9999999,41,1,0.064112969,6160.0,2,0,0,0,5.0
11063,1,1.006662225,38,2,0.363454618,2500.0,6,0,0,0,0.0
11067,1,0.154523569,27,0,0.620908131,2840.0,8,0,2,0,0.0
11078,1,0.9999999,33,1,0.165912878,4200.0,4,0,0,1,1.0
11107,1,0.799712358,51,0,0.287638669,3785.0,10,1,0,1,0.0
11130,1,0.9999999,26,98,0.0,6670.22123739,0,98,0,98,0.757222267861
11150,1,0.0,46,0,0.008660893,1500.0,4,1,0,0,0.0
11154,1,0.600626321,32,1,0.507436787,4033.0,13,0,0,0,0.0
